1.0 47.0 0.4 0.7 1.4 1.6 116.0 150.0 0.029415 1.9962 0.920252359356 1.339 -0.163 0.005 -0.027 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.038 0.011 -0.005 -0.011 -0.005 0.016 0.005 0.005 -0.005 0.016 0.005 0.011 -0.011 -0.0 0.011 -0.005 -0.005 0.011 0.011 -0.0 0.0 -0.011 -0.016 0.0 -0.005 0.011 0.0 0.005 0.0 0.005 -0.005 0.005 0.0 0.0 -0.06 -0.135 -0.033 -0.011 -0.0 0.005 -0.0 0.0 0.043 0.043 0.016 -0.0 0.119 0.016 0.0 -0.086 0.016 0.011 0.0 -0.059 0.027 0.011 -0.032 0.092 0.032 0.043 -0.131 0.023 0.009 -0.023 -0.0 0.05 0.013 0.013 -0.004 0.004 -0.013 0.009 -0.022 -0.004 0.004 -0.013 -0.009 -0.022 0.004 0.009 0.022 0.104 0.013 0.004 -0.064 0.009 -0.013 0.017 0.004 -0.038 0.008 -0.0 -0.004 -0.004 0.077 -0.0 -0.004 0.004 0.004 0.004 -0.008 0.015 -0.03 -0.025 -0.0 -0.004 0.0 -0.01 0.003 -0.003 -0.0 -0.009 0.009 -0.018 -0.003 0.0 0.011 0.002 -0.01 0.025 -0.002 0.0 -0.0 0.002 0.0 -0.0 -0.0 -0.0 0.0 -0.026 0.002 0.01 -0.0 0.003 0.0 0.003 0.006 0.006 2.0 
1.0 48.0 0.7 1.0 1.4 1.6 116.0 150.0 0.0047076 5.862 3.09406715506 4.477 -0.224 -0.011 -0.033 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 0.038 -0.071 0.093 -0.016 0.088 -0.022 -0.06 0.055 0.005 0.005 0.066 0.011 0.022 -0.005 0.011 -0.044 0.033 0.033 0.005 -0.044 -0.005 0.022 -0.0 0.0 0.022 -0.044 0.016 0.027 0.005 0.049 -0.016 0.016 -0.033 0.011 -0.196 -0.104 -0.076 -0.027 -0.0 -0.098 -0.0 0.0 0.19 0.212 -0.016 0.0 0.13 -0.033 0.005 0.011 0.022 0.141 -0.098 -0.119 -0.071 0.0 -0.065 0.162 0.119 0.357 -0.108 0.099 0.085 0.058 0.09 0.072 0.09 0.094 0.089 0.071 0.093 -0.071 0.0 0.08 0.022 0.066 0.022 0.066 0.087 0.026 0.022 0.078 0.077 0.086 -0.286 -0.085 -0.08 0.105 0.084 0.017 0.029 -0.004 0.004 0.004 0.125 -0.004 -0.008 0.004 0.008 0.0 -0.004 0.007 -0.015 -0.014 0.004 0.0 0.0 -0.01 0.003 -0.003 -0.0 -0.009 0.009 -0.021 -0.003 0.0 0.014 0.005 -0.012 0.029 -0.002 0.0 -0.0 0.002 -0.002 0.002 -0.002 -0.0 0.0 0.047 0.0 0.035 0.0 0.008 0.0 0.007 0.007 0.034 2.0 
0.0 49.0 -1.0 -0.7 1.6 1.8 116.0 150.0 0.00020576 28.746 12.627902597 63.85 -0.497 0.2 -0.09 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 0.006 -0.284 0.2 -0.323 0.213 -0.155 -0.006 0.168 -0.562 0.497 -0.53 -0.362 0.039 0.09 -0.22 -0.174 0.039 -0.11 0.207 0.219 -0.065 0.019 -0.058 0.303 -0.181 0.11 -0.103 -0.277 -0.135 -0.045 0.097 -0.2 0.18 -0.245 0.109 -1.834 -1.454 -0.412 -0.141 -0.013 0.006 -0.0 0.0 1.567 1.47 -2.286 0.019 4.254 -0.051 0.109 -0.853 -0.077 -0.109 0.391 0.615 0.09 -0.666 -0.083 -1.931 1.003 0.466 -0.387 -0.078 0.426 0.084 -0.0 -0.036 0.006 -0.08 -0.006 -0.083 0.403 0.092 -0.006 -0.006 0.1 0.076 -0.413 0.082 0.0 0.098 -0.413 0.52 0.086 -0.08 0.671 -0.099 0.366 0.05 0.0 0.186 0.077 0.0 -0.003 0.0 0.134 -0.003 -0.011 0.0 0.005 -0.003 -0.003 0.005 -0.007 -0.007 0.002 0.0 0.002 -0.018 0.009 -0.007 -0.0 -0.01 0.012 -0.029 -0.002 -0.002 0.013 0.003 -0.011 0.028 -0.004 0.001 -0.0 0.002 0.0 0.001 -0.002 0.001 -0.001 -0.172 0.045 0.102 0.0 0.0 0.0 0.011 0.008 0.04 2.0 
1.0 50.0 -0.7 -0.4 1.6 1.8 116.0 150.0 0.011308 3.4607 1.23961142702 0.955 -0.184 0.079 -0.026 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.042 0.016 -0.026 0.021 -0.01 0.026 0.042 -0.052 0.105 -0.0 0.021 0.0 -0.005 -0.01 -0.01 -0.005 0.01 -0.005 0.021 -0.026 -0.01 -0.0 0.005 -0.016 -0.042 -0.021 -0.016 -0.016 0.016 -0.021 0.016 -0.0 -0.01 0.0 -0.089 -0.277 -0.042 -0.005 -0.0 0.0 -0.0 0.0 0.089 0.068 -0.052 -0.0 0.281 -0.031 -0.083 -0.078 -0.016 -0.0 0.0 -0.01 0.083 -0.057 0.073 -0.255 0.104 0.052 -0.257 -0.005 0.072 -0.014 -0.0 0.027 0.0 -0.004 -0.0 0.036 -0.027 0.004 -0.009 0.013 0.044 0.013 -0.049 -0.018 0.0 0.044 -0.061 0.082 -0.004 0.004 0.133 0.03 -0.055 0.063 0.0 -0.054 0.025 -0.004 -0.004 -0.008 0.077 -0.0 -0.008 0.008 0.004 0.004 -0.011 0.019 -0.041 -0.033 0.004 -0.004 0.0 -0.01 0.0 -0.003 0.003 -0.009 0.009 -0.015 -0.0 0.0 0.014 0.005 -0.012 0.029 -0.002 0.0 -0.0 0.002 0.0 0.002 -0.0 -0.0 0.0 0.038 0.001 0.017 -0.0 0.0 0.0 0.005 0.01 0.027 2.0 
1.0 51.0 -0.4 0.0 1.6 1.8 116.0 150.0 0.017236 2.3877 0.916377216271 4.147 -0.189 0.072 -0.039 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.039 0.007 0.033 -0.02 0.0 -0.007 0.026 -0.033 0.007 0.007 -0.02 -0.007 0.013 -0.013 -0.007 -0.013 0.007 -0.0 0.013 0.026 0.0 -0.007 0.013 -0.006 0.006 0.026 0.006 0.013 0.013 0.0 0.019 -0.0 -0.006 0.006 -0.078 -0.214 -0.032 -0.013 -0.0 -0.006 -0.0 0.0 0.052 0.058 -0.006 -0.0 -0.065 -0.026 -0.045 0.006 0.0 -0.0 0.0 0.0 0.019 -0.116 0.155 -0.084 0.045 0.039 -0.353 -0.017 0.055 -0.017 0.003 -0.007 0.208 -0.017 0.068 -0.02 0.027 -0.0 -0.014 -0.047 -0.02 -0.134 -0.141 -0.017 0.003 -0.03 -0.017 0.46 -0.016 0.0 -0.049 -0.026 -0.019 -0.016 -0.038 -0.108 -0.035 0.0 -0.013 -0.019 0.046 0.003 -0.009 0.012 0.006 0.006 -0.011 0.031 -0.056 -0.047 0.005 -0.011 0.003 -0.013 0.003 -0.003 -0.0 -0.007 0.007 -0.019 0.0 0.002 0.01 0.004 -0.011 0.025 -0.002 0.0 -0.001 0.003 0.0 0.001 -0.0 0.001 0.0 -0.011 0.001 0.01 0.0 0.0 0.0 0.003 0.005 0.005 2.0 
1.0 52.0 0.0 0.4 1.6 1.8 116.0 150.0 0.023934 2.1011 0.862952580157 0.088 -0.181 0.075 -0.038 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.025 -0.019 -0.05 0.019 -0.025 0.0 -0.013 -0.0 0.056 0.006 -0.0 -0.019 0.013 -0.013 0.006 0.013 0.006 0.019 -0.0 -0.006 0.0 0.0 -0.025 -0.019 0.006 -0.012 0.006 -0.0 -0.0 0.006 -0.012 -0.0 -0.006 0.006 -0.062 -0.156 -0.037 -0.006 -0.012 0.0 0.0 0.0 0.044 0.037 -0.006 0.0 0.068 0.062 -0.099 -0.019 -0.0 -0.0 0.0 -0.0 0.006 0.012 -0.118 -0.081 0.049 0.031 -0.305 -0.022 0.066 -0.015 -0.015 -0.033 0.157 -0.018 0.062 0.011 0.015 -0.0 -0.022 -0.061 -0.0 -0.126 -0.104 -0.011 0.004 -0.011 0.011 0.383 0.007 0.007 -0.132 -0.045 -0.103 0.003 -0.051 -0.078 -0.027 0.0 -0.013 -0.017 0.053 0.003 -0.01 0.013 0.006 0.006 -0.009 0.03 -0.057 -0.047 0.006 -0.011 -0.0 -0.014 0.003 -0.003 -0.0 -0.01 0.008 -0.02 -0.0 0.002 0.013 0.004 -0.012 0.027 -0.002 0.0 -0.001 0.003 0.0 0.001 0.0 0.001 0.0 -0.014 0.001 0.008 -0.0 0.0 0.0 0.002 0.004 0.005 2.0 
1.0 53.0 0.4 0.7 1.6 1.8 116.0 150.0 0.022471 2.3449 1.09597950638 1.003 -0.178 0.016 -0.026 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.021 0.0 0.037 0.0 0.005 -0.016 0.078 -0.136 0.172 -0.016 -0.021 -0.042 0.016 -0.005 -0.01 0.005 -0.0 0.016 0.016 0.005 0.01 -0.005 0.016 0.01 -0.005 -0.026 0.0 -0.016 -0.005 0.0 0.005 0.005 0.0 0.01 -0.042 -0.099 -0.031 -0.005 -0.0 0.005 -0.0 0.0 0.047 0.036 -0.026 -0.0 -0.208 0.021 -0.047 -0.041 -0.016 -0.005 -0.005 -0.026 -0.057 0.031 -0.021 -0.16 0.041 0.098 -0.219 0.023 0.037 0.028 0.0 0.088 0.0 0.019 -0.0 0.018 0.046 0.009 -0.046 -0.014 0.032 -0.037 -0.027 0.027 0.0 -0.023 0.027 0.094 0.013 0.013 0.049 0.062 -0.105 0.031 0.0 0.035 0.017 -0.004 -0.004 -0.008 0.084 -0.0 -0.008 0.008 0.004 0.004 -0.012 0.019 -0.042 -0.034 0.004 -0.004 0.0 -0.011 0.003 -0.003 -0.0 -0.01 0.01 -0.019 -0.003 0.0 0.014 0.005 -0.013 0.03 -0.002 -0.0 -0.0 0.002 0.0 0.002 -0.0 -0.0 0.0 0.001 0.002 0.008 0.0 0.001 0.002 0.003 0.006 0.027 2.0 
0.0 54.0 0.7 1.0 1.6 1.8 116.0 150.0 0.00071413 15.519 12.1542887904 12.007 -0.293 -0.035 -0.071 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 0.005 0.223 0.066 0.046 -0.121 0.061 -0.288 0.172 -0.152 0.511 0.025 0.076 0.096 -0.01 -0.0 -0.045 0.02 0.061 0.091 -0.061 -0.005 0.116 0.116 0.101 -0.071 0.126 0.05 0.056 -0.055 -0.045 -0.111 0.035 -0.02 -0.086 -0.005 -0.423 -0.146 -0.146 -0.04 -0.005 -0.463 -0.0 0.0 0.649 0.593 -0.895 0.005 -0.97 0.045 -0.005 0.141 0.045 0.035 -0.532 0.171 0.07 0.07 0.02 -0.821 0.28 0.585 -0.333 -0.42 -0.314 0.034 0.0 0.029 0.0 -0.086 -0.0 -0.081 -0.086 0.033 0.0 0.028 0.071 0.024 0.038 0.028 0.0 0.093 -0.312 0.375 0.005 0.055 0.843 -0.521 0.793 0.059 0.0 0.322 0.311 0.004 -0.018 0.013 0.225 -0.004 -0.017 0.0 0.008 -0.004 -0.004 0.004 -0.004 -0.008 0.004 0.0 0.004 -0.026 0.014 -0.011 -0.004 -0.02 0.02 -0.046 -0.003 -0.003 0.023 0.005 -0.019 0.044 -0.004 0.002 -0.0 0.004 0.0 0.002 -0.002 0.002 -0.001 0.006 0.007 0.047 0.0 0.0 0.0 0.011 0.004 0.04 2.0 
0.0 55.0 -1.0 -0.7 1.8 2.0 116.0 150.0 9.2506e-06 190.09 87.5364279886 44.581 -1.146 0.216 -0.151 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.011 0.0 0.054 -3.286 0.713 -1.47 2.648 -2.367 -0.151 3.631 -6.041 11.52 1.005 -1.545 -0.983 -0.713 0.432 0.551 -0.799 -0.594 0.4 -1.177 -0.119 1.425 1.997 -1.068 0.442 -0.539 1.208 -0.032 0.528 0.647 0.086 -1.282 4.297 0.194 0.851 -4.037 -0.936 -1.162 0.022 -0.0 0.0 -0.0 0.0 10.972 0.161 0.569 0.021 -5.089 0.075 -0.15 0.097 0.043 -0.075 0.054 0.246 -0.107 0.054 0.096 1.198 1.614 0.171 -0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 2.0 
1.0 56.0 -0.7 -0.4 1.8 2.0 116.0 150.0 0.0037479 7.1273 3.06012434388 9.888 -0.283 0.079 -0.039 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.204 0.046 -0.086 0.026 -0.171 0.158 0.309 -0.322 0.395 -0.033 -0.151 -0.053 0.0 -0.053 -0.013 0.053 0.046 -0.046 0.007 -0.039 0.046 -0.046 -0.013 -0.02 0.053 0.046 0.039 0.013 -0.059 0.046 0.046 0.111 -0.046 0.0 -0.151 -0.17 -0.065 -0.02 -0.0 0.0 -0.0 0.0 0.196 0.229 -0.17 -0.0 -1.111 0.013 0.333 -0.372 -0.059 -0.0 0.0 -0.02 -0.02 0.306 -0.072 -0.742 0.488 0.169 -0.01 -0.147 0.321 0.134 -0.0 -0.183 0.078 -0.163 -0.0 -0.152 0.311 -0.003 0.149 0.0 -0.219 0.144 -0.314 0.131 0.0 -0.218 -0.233 0.063 -0.034 0.016 -0.367 0.236 0.141 0.018 0.003 0.039 0.084 0.0 0.0 -0.012 0.07 -0.0 -0.012 0.009 0.003 0.003 -0.008 0.022 -0.038 -0.032 0.003 -0.003 0.003 -0.012 0.005 -0.005 -0.0 -0.011 0.011 -0.024 -0.002 0.0 0.014 0.004 -0.013 0.029 -0.003 -0.0 -0.001 0.003 0.0 0.001 -0.001 -0.0 0.0 -0.054 0.0 0.017 0.0 0.0 0.0 0.004 0.01 0.032 2.0 
1.0 57.0 -0.4 0.0 1.8 2.0 116.0 150.0 0.016889 2.4404 1.33413702819 0.87 -0.228 0.067 -0.04 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.047 0.027 0.013 0.007 0.02 -0.033 0.027 -0.067 0.134 0.027 -0.02 -0.013 -0.027 0.02 -0.007 -0.007 0.007 0.007 -0.007 -0.013 0.0 0.02 -0.007 -0.013 0.02 0.007 -0.02 -0.0 0.033 -0.013 0.02 -0.013 0.007 0.007 -0.06 -0.18 -0.047 -0.007 -0.0 0.0 -0.0 0.0 0.06 0.06 -0.106 -0.0 0.332 0.086 0.106 0.0 0.0 -0.0 0.0 0.0 0.0 0.093 0.119 0.245 0.119 0.079 -0.187 -0.0 0.081 0.0 -0.028 -0.0 0.105 -0.0 0.059 0.0 0.028 -0.0 0.0 -0.024 -0.021 -0.021 -0.106 0.0 -0.012 -0.03 -0.024 0.268 0.009 0.012 0.109 0.053 -0.07 0.0 -0.09 -0.072 0.04 0.0 -0.011 -0.014 0.059 0.003 -0.008 0.011 0.003 0.005 -0.008 0.026 -0.049 -0.04 0.005 -0.01 0.0 -0.014 0.002 -0.005 -0.0 -0.011 0.011 -0.021 -0.002 0.002 0.013 0.003 -0.014 0.027 -0.003 0.0 -0.001 0.002 0.0 0.001 -0.0 0.001 0.001 0.003 0.001 0.005 -0.0 0.002 0.0 0.002 0.004 0.06 2.0 
1.0 58.0 0.0 0.4 1.8 2.0 116.0 150.0 0.022896 2.1244 1.2539936204 4.313 -0.233 0.082 -0.041 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.041 -0.027 0.034 0.007 -0.021 0.014 0.048 -0.041 0.041 -0.021 0.0 -0.007 -0.014 0.014 0.014 0.0 -0.0 -0.014 0.014 0.014 0.0 -0.014 0.007 0.027 -0.014 0.0 0.007 -0.014 0.007 0.021 0.021 0.02 0.0 0.014 -0.041 -0.15 -0.027 -0.007 -0.007 -0.007 -0.0 0.0 0.041 0.041 -0.075 0.0 -0.15 0.02 -0.061 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.041 0.034 0.102 0.041 0.081 -0.198 0.003 0.052 0.0 -0.009 -0.003 0.076 0.003 0.042 -0.0 -0.039 -0.0 0.003 -0.024 -0.003 -0.066 -0.089 0.0 -0.009 -0.012 -0.009 0.155 -0.015 -0.012 0.052 -0.049 0.023 0.0 -0.034 0.031 -0.036 0.0 -0.008 -0.011 0.055 0.003 -0.008 0.011 0.003 0.005 -0.01 0.025 -0.05 -0.039 0.005 -0.009 0.0 -0.014 0.002 -0.004 -0.0 -0.011 0.011 -0.021 -0.002 0.002 0.013 0.003 -0.013 0.027 -0.003 0.0 -0.001 0.002 0.0 0.001 -0.0 0.001 0.0 0.017 0.001 0.004 0.0 0.001 0.0 0.002 0.003 0.059 2.0 
1.0 59.0 0.4 0.7 1.8 2.0 116.0 150.0 0.0077359 4.8223 2.69125460706 0.252 -0.312 0.059 -0.045 -0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.097 -0.104 0.111 -0.059 0.104 -0.059 -0.163 0.178 -0.163 0.037 0.156 0.096 0.0 0.059 0.037 -0.045 0.007 -0.022 -0.0 -0.0 0.007 0.015 -0.007 -0.007 -0.03 -0.044 0.015 0.037 0.015 -0.044 -0.059 0.015 0.037 -0.0 -0.067 -0.192 -0.037 0.007 0.0 -0.052 0.0 0.0 0.111 0.059 -0.089 0.0 -0.155 -0.007 0.376 0.059 -0.022 0.0 -0.007 0.0 0.066 0.147 -0.081 0.316 0.103 0.697 -0.045 -0.035 0.092 -0.007 -0.0 -0.057 -0.007 -0.01 0.0 -0.01 0.042 -0.012 0.005 0.002 -0.042 -0.007 -0.029 -0.019 0.0 -0.036 -0.137 -0.055 -0.017 -0.005 -0.092 -0.04 0.03 0.012 -0.005 0.023 -0.018 -0.0 -0.0 -0.009 0.054 0.0 -0.009 0.004 0.002 0.002 -0.006 0.014 -0.029 -0.024 0.002 -0.002 -0.0 -0.009 0.004 -0.005 -0.0 -0.009 0.009 -0.019 -0.002 0.0 0.011 0.003 -0.01 0.022 -0.002 -0.0 -0.001 0.002 0.0 0.001 -0.001 0.0 0.0 -0.003 0.001 0.009 0.0 0.008 0.0 0.004 0.003 0.026 2.0 
0.0 60.0 0.7 1.0 1.8 2.0 116.0 150.0 0.00016141 42.971 20.940970011 15.682 -0.695 0.021 -0.105 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.021 -0.253 0.242 0.274 0.337 -0.4 -0.2 0.916 -2.559 3.495 -0.042 -0.705 -0.516 0.558 0.263 -0.726 -0.673 -0.011 0.263 0.757 -0.715 0.631 0.032 0.147 -0.315 -0.494 -0.011 0.483 -0.252 -0.105 -0.157 0.441 0.588 0.178 0.598 -0.671 -0.619 -0.073 -0.178 -0.0 -0.042 -0.0 0.0 1.319 3.119 -0.073 -0.01 2.176 0.188 0.042 0.46 1.713 -0.272 0.01 -0.052 -0.491 -0.595 -0.063 2.502 0.208 2.529 -0.0 0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 -0.0 2.0 
0.0 61.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
0.0 62.0 -0.7 -0.4 2.0 2.2 116.0 150.0 0.00025473 26.065 15.9778252588 34.753 -0.648 0.078 -0.095 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 -0.0 0.009 -1.131 0.328 -0.725 0.863 -1.183 0.958 0.76 -1.166 0.768 -0.319 -0.768 -0.035 0.19 -0.009 0.38 0.328 -0.293 -0.0 -0.595 -0.104 0.207 -0.328 -0.112 -0.267 0.207 0.267 -0.043 -0.198 -0.465 0.284 -0.792 -0.267 0.628 -0.069 -0.456 -0.353 -0.284 -0.026 -0.0 0.0 -0.0 0.0 1.253 0.326 0.361 -0.0 8.071 0.129 1.766 -0.06 -0.051 -0.0 0.0 -0.154 -1.541 1.069 0.265 -2.12 3.783 0.299 -0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 -0.0 -0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.0 -0.0 0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.0 2.0 
1.0 63.0 -0.4 0.0 2.0 2.2 116.0 150.0 0.012133 2.6877 1.25078465373 2.74 -0.213 0.052 -0.031 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 -0.005 0.0 -0.005 0.0 -0.062 0.01 0.068 -0.13 0.151 0.021 -0.005 0.0 0.016 -0.021 0.01 0.005 -0.042 0.016 -0.021 0.016 0.01 -0.01 0.005 0.016 -0.01 0.0 0.005 -0.021 0.036 -0.026 0.01 -0.005 -0.016 0.026 -0.036 -0.14 -0.036 -0.005 -0.0 0.0 -0.0 0.0 0.062 0.036 0.062 -0.0 -0.139 -0.093 -0.015 -0.0 0.0 -0.0 0.0 0.0 0.0 -0.015 0.103 -0.067 0.093 0.036 -0.209 0.0 0.157 0.0 0.005 0.005 -0.033 -0.0 0.005 -0.0 0.127 -0.0 0.0 -0.019 -0.047 0.005 -0.032 0.0 0.005 -0.05 -0.105 -0.223 -0.014 -0.009 -0.198 -0.018 -0.022 0.0 -0.022 -0.031 -0.022 0.0 -0.009 -0.017 0.115 0.004 -0.013 0.017 0.0 0.004 -0.016 0.032 -0.066 -0.057 0.008 -0.011 0.0 -0.025 0.004 -0.007 -0.0 -0.02 0.02 -0.042 -0.003 0.0 0.023 0.005 -0.023 0.05 -0.004 -0.0 -0.002 0.004 0.0 0.002 -0.002 0.001 0.0 -0.017 0.0 0.006 0.0 0.001 0.0 0.002 0.005 0.011 2.0 
1.0 64.0 0.0 0.4 2.0 2.2 116.0 150.0 0.016573 2.3821 1.10396923078 2.066 -0.221 0.054 -0.032 -0.0 -0.0 -0.0 -0.0 0.0 0.0 0.0 -0.0 -0.0 0.0 0.0 -0.0 0.0 0.0 -0.0 0.032 -0.022 0.022 -0.011 0.049 -0.032 0.005 -0.032 0.049 -0.0 -0.032 0.016 0.016 -0.016 0.016 0.0 -0.011 0.016 -0.005 0.027 -0.016 -0.005 0.005 0.016 -0.016 -0.016 0.005 -0.032 0.0 0.011 -0.016 -0.0 0.005 0.011 -0.021 -0.113 -0.021 -0.005 -0.0 0.0 -0.0 0.0 0.043 0.021 0.043 -0.0 -0.08 -0.102 -0.021 -0.0 0.0 -0.0 0.0 0.0 0.0 0.0 -0.107 0.155 0.075 0.187 -0.123 -0.0 0.091 0.0 0.005 0.005 -0.032 -0.0 -0.018 -0.0 0.077 -0.0 0.0 -0.022 -0.058 0.009 -0.049 0.0 0.004 -0.062 -0.14 0.07 0.035 0.035 -0.212 0.03 -0.038 -0.0 -0.03 -0.03 0.025 -0.0 -0.008 -0.016 0.11 0.004 -0.016 0.016 0.0 0.004 -0.015 0.034 -0.067 -0.055 0.007 -0.011 0.0 -0.021 0.003 -0.01 -0.0 -0.019 0.019 -0.04 -0.003 0.0 0.025 0.005 -0.025 0.05 -0.004 -0.0 -0.002 0.005 0.0 0.002 -0.002 0.001 0.0 0.023 0.001 0.004 0.0 0.0 0.0 0.002 0.004 0.01 2.0 
